,astech-inc.|08:00:81
algolware-corporation|00:23:90
algorithmics-ltd.|00:40:bc
algorithmix-gmbh|00:23:ec
algorithms-software-pvt.-ltd.|00:20:21
algosystem-co.,-ltd.|00:13:a0
ali-corporation|00:90:e6
alidian-networks,-inc.|00:d0:44
alien-technology|00:1b:5f
aligera-equipamentos-digitais-ltda|04:74:a1
align-engineering-llc|00:0b:7f
aliphcom|00:21:3c
alistel-inc.|00:08:df
alitec|00:01:6a
alive-technologies-pty-ltd|00:14:c5
aliwei-communications,-inc|74:7d:b6
alkeria-srl|00:11:9a
all-earth-comã©rcio-de-eletrãžnicos-ltda.|00:22:d2
all-win-tech-co.,-ltd.|00:02:46
alldsp-gmbh-&amp;-co.-kg|b8:96:74
allegro-networks,-inc.|00:03:f6
allen-&-heath-limited|00:04:c4
allgon-ab|00:90:02
alliant-computer-systems-corp.|00:40:ba
alliant-networks,-inc|00:12:e1
allied-advanced-manufacturing-pte,-ltd.|00:03:ae
allied-data-technologies|00:01:71
allied-signal-inc.|00:20:58
allied-telesis|00:00:f4
allied-telesis|00:15:77
allied-telesis-(hong-kong)-ltd.|00:11:30
allied-telesis-international-corporation|00:a0:d2
allied-telesis-k.k.|00:09:41
allied-telesis-k.k.|00:0d:da
allied-telesis-k.k.|00:1a:eb
allied-telesis-k.k.-corega-division|00:0a:79
allied-telesis-labs-ltd|00:00:cd
allied-telesis-labs,-inc.|00:0c:25
allied-telesis,-inc.|ec:cd:6d
allied-telesis,-k.k-corega-division.|00:26:87
allied-telesis,-k.k.|00:90:99
allied-telesyn-inc.|00:0c:46
allied-telesyn-internaional|00:30:84
allied-vision-technologies|00:0a:47
allied-vision-technologies-canada-inc|00:0f:31
allnet-gmbh|00:0f:c9
alloptic,-inc.|00:03:d4
allot-communications|00:09:38
alloy-computer-products-(australia)-pty-ltd|00:00:8c
alltec-gmbh|00:18:ea
allumer-co.,-ltd.|00:80:af
allwell-technology-corp.|00:30:00
allworx-corp.|00:0a:dd
almedio-inc.|00:0a:5f
almitec-informã¡tica-e-comã©rcio-ltda.|00:18:c1
aloha-networks,-inc.|00:90:81
along-communication-technology|3c:91:74
alpha-and-omega,-inc|44:7e:95
alpha-data-parallel-systems,-ltd.|00:01:cf
alpha-microsystems-inc.|00:00:b1
alpha-networkc-inc.|5c:33:8e
alpha-networks-inc.|00:0f:a3
alpha-networks-inc.|00:18:02
alpha-networks-inc.|00:1d:6a
alpha-networks-inc.|d0:ae:ec
alpha-processor,-inc.|00:02:56
alpha-project-co.,ltd.|00:0c:7b
alpha-security-products|c0:12:42
alpha-technologies,-inc.|00:90:ea
alpha-telecom,-inc.|00:90:35
alpha-telecom,-inc.-u.s.a.|00:06:d3
alpha-top-corporation|00:50:eb
alphacell-wireless-ltd.|00:0e:54
alphatron-marine-bv|64:81:25
alphatronics-bv|94:31:9b
alphion-corporation|00:1f:e6
alpine-electronics,-inc.|00:0a:08
alpinion-medical-systems|d4:df:57
alps-co,.-ltd.|00:06:f5
alps-co,.-ltd.|04:76:6e
alps-electric-(usa),-inc.|00:a0:79
alps-electric-co,.-ltd.|00:06:f7
alps-electric-co,.-ltd.|00:07:04
alps-electric-co,.-ltd.|04:98:f3
alps-electric-co,.-ltd.|34:c7:31
alps-electric-co,.-ltd.|e0:ae:5e
alps-electric-co.,|60:38:0e
alps-electric-co.,-ltd|00:16:fe
alps-electric-co.,-ltd|00:19:c1
alps-electric-co.,-ltd|00:1b:fb
alps-electric-co.,-ltd|00:1e:3d
alps-electric-co.,-ltd|00:21:4f
alps-electric-co.,-ltd|00:23:06
alps-electric-co.,-ltd|00:24:33
alps-electric-co.,-ltd|00:26:43
alps-electric-co.,-ltd.|00:02:c7
als-&-tec-ltd.|00:13:aa
alsteraero-gmbh|00:1a:d8
alstom-grid|80:b3:2a
alstom-hydro-france|04:62:d7
alstom-strongwish-(shenzhen)-co.,-ltd.|30:ef:d1
alstom-transport|00:16:9b
alt-systems-ltd|9c:4e:8e
alta-data-technologies|94:9c:55
alta-definicion-linceo-s.l.|00:25:a2
alta-heights-technology-corp.|00:1b:b7
alta-research-corp.|00:c0:93
alta-solutions,-inc.|00:26:8e
alta-technology|00:10:32
altai-technologies-limited|00:19:be
altec-electronic-ag|00:18:fc
altec-lansing-llc|30:41:74
altech-co.,-ltd.|00:20:55
altech-controls|00:0c:40
altecon-srl|00:16:11
altek-corporation|00:25:c7
altenergy-power-system,inc.|80:97:1b
alteon-networks,-inc.|00:60:cf
altera-corporation|00:07:ed
alticast|00:14:e5
altierre|28:c7:18
altiga-networks|00:90:a4
altigen-communications-inc.|00:0a:aa
altos-c&c|00:30:81
altos-computer-systems|00:00:c8
altos-india-limited|00:20:f1
altronic,-llc|bc:fe:8c
altvater-airdata-systems|00:30:1c
always-on-wireless|00:13:06
am-communications,-inc.|00:03:08
amalgamated-wireless(aus)-ltd|08:00:7e
amann-gmbh|00:04:84
amano-corporation|00:50:88
amaquest-computer-corp.|00:d0:7a
amati-communications-corp.|00:60:c7
amazing-controls!-inc.|00:e0:08
amb-i.t.-holding|00:04:b7
amber-networks|00:30:9f
amber-wave-systems,-inc.|00:a0:86
amber-wireless-gmbh|00:18:da
ambicom,-inc.|00:10:7a
ambient-corporation|00:15:b1
ambit-microsystems-corp.|00:d0:59
ambit-microsystems-corporation|00:02:8a
ambit-microsystems-corporation|00:0e:9b
ambrado,-inc|00:06:fe
ambri-limited|00:0a:fb
amcc|00:01:73
amd|00:0c:87
amdahl|00:80:83
ame-optimedia-technology-co.,-ltd.|00:02:f0
amec|00:1d:67
amedia-networks-inc.|00:13:12
amer.com|00:02:41
america-online,-inc.|00:03:8a
american-arium|00:d0:a5
american-communication|00:d0:3f
american-computer-&-digital-components,-inc.-(acdc)|00:06:ca
american-fibertek,-inc.|00:16:e2
american-magnetics,-inc.|cc:e7:df
american-megatrends-inc.|00:40:d9
american-micro-fuel-device-corp.|00:22:72
american-networks-inc.|00:10:88
american-power-conversion-corp|00:c0:b7
american-reliance-inc.|00:0b:87
american-security-products-co.|00:13:75
american-technology-integrators|00:14:87
american-technology-labs,-inc.|00:a0:43
american-telecare-inc.|00:0a:f8
american-time-and-signal|00:11:6d
amerigon|00:22:e3
ameristar-technologies-inc.|00:00:9f
ameritec-corp.|00:a0:4f
amesys-defense|00:0d:1c
ametek-power-instruments|00:07:5e
ametek,-inc.|00:0f:88
amherst-systems,-inc.|00:10:f5
amigo-technology-co.,-ltd.|00:d0:41
amimon-ltd|0c:d6:96
amino-communications,-ltd.|00:02:02
amit-spol.-s.-r.-o.|00:09:54
amit,-inc.|00:50:18
amity-systems,-inc.|00:0d:59
amkly-systems,-inc.|00:20:26
ammasso,-inc.|00:0d:b2
amod-technology-co.,-ltd.|00:13:f1
amoi-electronics-co.,ltd|00:12:40
ampak-technology,-inc.|00:22:f4
amped-wireless|f8:7b:8c
amper|8c:0c:a3
amper-datos-s.a.|00:30:e5
ampere-incorporated|00:00:7c
amperion-inc|00:0a:22
ampex-corporation|00:00:4e
amphenol|78:a7:14
amphitech|14:2d:f5
amphus|00:04:f6
ample-communications-inc.|00:0e:79
amplex-a/s|00:18:77
amplified-engineering-pty-ltd|1c:bd:0e
amplify-net,-inc.|00:02:7b
ampro-computers|00:40:53
amroad-technology-inc.|00:1c:3b
ams-neve-ltd|7c:6c:8f
amscreen-group-ltd|f4:48:48
amtec-spa|00:60:3b
amtek-system-co.,ltd.|00:0c:6f
amtelco|00:0e:78
amtran-video-corporation|a4:46:fa
amulet-hotkey|00:17:fd
anacise-testnology-pte-ltd|00:18:75
anacom-inc|0c:ef:7c
anadem-information-inc.|98:89:ed
anagran,-inc.|00:14:6b
analog-&-digital-systems|00:20:30
analog-devices-inc.|00:e0:22
analog-devices,-inc.|00:05:f7
analogic-corp.|00:1a:aa
analogix-seminconductor,-inc|00:22:b9
analogue-&-micro-ltd|00:1d:11
analytica-gmbh|b8:8f:14
anam-electronics-co.,-ltd|00:0f:ed
anatek,-llc|00:22:da
anator|00:0c:24
anaveo|00:18:e0
anb-securite-s.a.|cc:b8:88
anchor-games|00:50:3f
ancot-corp.|00:60:c5
anda-networks|00:50:ed
andes-technology-corporation|00:23:96
andiamo-systems,-inc.|00:05:30
ando-electric-corporation|00:01:e2
andor-system-support-co.,-ltd.|00:1e:88
andover-controls-corporation|00:40:11
andrew-corporation|00:12:35
andrew-rf-power-amplifier-group|00:0d:ee
andtek|38:26:cd
anerma|00:e0:82
angel-electronics-co.,-ltd.|00:1a:03
angel-iglesias-s.a.|00:09:e3
angia-communications.-inc.|00:a0:51
angstrem-telecom|68:eb:c5
anhui-sun-create-electronics-co.,-ltd|00:1c:68
ani-communications-inc.|00:40:05
animation-technologies-inc.|00:0c:45
anite-telecoms|00:01:83
anite-telecoms-us.-inc|e0:1e:07
annapolis-micro-systems|00:00:fe
annax-anzeigesysteme-gmbh|74:38:89
anneal-technology-inc.|00:18:a8
annso-co.,-ltd.|00:0a:02
anobit-technologies-ltd.|d4:12:96
anoto-ab|00:07:cf
anovo|40:5a:9b
anritsu-corporation|00:00:91
anritsu,-ltd.|00:02:b1
ansa-corporation|00:18:be
ansaldo-sts-usa|00:25:f7
ansel-communications|00:40:90
anseri-corporation|00:1a:b8
ansync-inc.|00:23:de
antara.net|00:04:55
antec|00:10:f2
anthology-solutions-inc.|00:0b:3f
antik-computers-&-communications-s.r.o.|00:16:2a
antiope-associates|00:19:2a
antipode|00:23:85
antlow-communications,-ltd.|00:80:04
anton-paar-gmbh|00:0d:d9
anue-systems,-inc.|00:1b:6e
anvia-tv-oy|44:d2:ca
anviz-biometric-tech.-co.,-ltd.|00:22:ca
any-one-wireless-ltd.|00:07:b5
any-use|00:24:16
anydata-corporation|00:19:c8
anywire-corporation|34:2f:6e
aobo-telecom-co.,ltd|78:b6:c1
aoc-international-(europe)-gmbh|00:24:67
aoip|00:0b:e8
aonvision-technolopy-corp.|00:15:85
aopen,-inc.|00:01:80
aos-technologies-ag|00:0c:dd
ap-router-ind.-eletronica-ltda|00:21:8d
apac-opto-electronics-inc.|00:0f:99
apacewave-technologies|00:26:10
apache-micro-peripherals,-inc.|00:0c:88
apani-networks|00:0a:38
apass-technology-co.,-ltd.|00:22:e4
apcon,-inc.|d0:89:99
apd-communications-ltd|00:17:71
apex-automationstechnik|00:05:da
apex-computer-company|00:80:4e
apex-data,-inc.|00:20:e5
apex-electronics-factory|00:12:c2
apex-tool-group-gmbh-&-co-ohg|90:18:5e
apex,-inc.|00:02:99
apexx-technology,-inc.|00:a0:07
aphona-kommunikationssysteme|00:0c:ea
api-engineering|00:20:a5
api-motion|00:30:58
aplicaciones-electronicas-quasar-(aeq)|00:21:01
aplicom-oy|c8:72:48
aplio|00:90:03
aplux-communications-ltd.|00:0d:3e
apogee-electronics-corp.|00:03:db
apogee-imaging-systems|00:09:51
apogee-labs,-inc.|00:22:7b
apollo|00:60:ee
apollo-computer-inc.|08:00:1e
apollo-fire-detectors-ltd|00:1b:9a
apollo-imaging-technologies,-inc.|00:1b:5a
appear-tv|00:13:b4
appian-communications,-inc.|00:30:4c
apple-computer|00:05:02
apple-computer|00:0d:93
apple-computer|00:11:24
apple-computer|00:16:cb
apple-computer|00:17:f2
apple-computer|00:a0:40
apple-computer-inc|00:1e:52
apple-computer-inc.|00:14:51
apple-computer-inc.|00:19:e3
apple-computer-inc.|00:1b:63
apple-computer-inc.|00:1d:4f
apple-computer-inc.|08:00:07
apple-computer,-inc.|00:03:93
apple-computer,-inc.|00:0a:27
apple-computer,-inc.|00:0a:95
apple-computer,-inc.|00:30:65
apple-computer,-inc.|00:50:e4
apple-inc|18:9e:fc
apple-inc|70:56:81
apple-inc|80:49:71
apple-inc|8c:fa:ba
apple-inc|9c:20:7b
apple-inc|c0:9f:42
apple,-inc|00:10:fa
apple,-inc|00:1c:b3
apple,-inc|00:1e:c2
apple,-inc|00:1f:f3
apple,-inc|00:21:e9
apple,-inc|00:22:41
apple,-inc|00:23:12
apple,-inc|00:23:32
apple,-inc|00:23:6c
apple,-inc|00:23:df
apple,-inc|00:24:36
apple,-inc|00:25:00
apple,-inc|00:25:4b
apple,-inc|00:25:bc
apple,-inc|00:26:08
apple,-inc|00:26:4a
apple,-inc|00:26:b0
apple,-inc|00:26:bb
apple,-inc|04:1e:64
apple,-inc|34:15:9e
apple,-inc|40:d3:2d
apple,-inc|58:b0:35
apple,-inc|60:fb:42
apple,-inc|64:b9:e8
apple,-inc|7c:6d:62
apple,-inc|90:84:0d
apple,-inc|c8:2a:14
apple,-inc|d4:9a:20
apple,-inc|d8:30:62
apple,-inc|f8:1e:df
apple,-inc.|00:1f:5b
apple,-inc.|00:3e:e1
apple,-inc.|00:c6:10
apple,-inc.|00:f4:b9
apple,-inc.|04:0c:ce
apple,-inc.|04:54:53
apple,-inc.|0c:74:c2
apple,-inc.|0c:77:1a
apple,-inc.|10:40:f3
apple,-inc.|10:93:e9
apple,-inc.|10:9a:dd
apple,-inc.|14:5a:05
apple,-inc.|14:8f:c6
apple,-inc.|18:20:32
apple,-inc.|18:34:51
apple,-inc.|18:e7:f4
apple,-inc.|1c:ab:a7
apple,-inc.|24:ab:81
apple,-inc.|28:37:37
apple,-inc.|28:6a:b8
apple,-inc.|28:cf:da
apple,-inc.|28:e0:2c
apple,-inc.|28:e7:cf
apple,-inc.|34:51:c9
apple,-inc.|3c:07:54
apple,-inc.|3c:d0:f8
apple,-inc.|40:30:04
apple,-inc.|40:3c:fc
apple,-inc.|40:6c:8f
apple,-inc.|40:a6:d9
apple,-inc.|44:2a:60
apple,-inc.|44:d8:84
apple,-inc.|48:60:bc
apple,-inc.|4c:b1:99
apple,-inc.|50:ea:d6
apple,-inc.|58:1f:aa
apple,-inc.|58:55:ca
apple,-inc.|5c:59:48
apple,-inc.|60:33:4b
apple,-inc.|60:c5:47
apple,-inc.|60:fa:cd
apple,-inc.|64:20:0c
apple,-inc.|64:e6:82
apple,-inc.|68:09:27
apple,-inc.|68:a8:6d
apple,-inc.|6c:c2:6b
apple,-inc.|70:73:cb
apple,-inc.|70:cd:60
apple,-inc.|70:de:e2
apple,-inc.|74:e1:b6
apple,-inc.|78:a3:e4
apple,-inc.|78:ca:39
apple,-inc.|7c:11:be
apple,-inc.|7c:c3:a1
apple,-inc.|7c:c5:37
apple,-inc.|7c:f0:5f
apple,-inc.|88:c6:63
apple,-inc.|8c:58:77
apple,-inc.|8c:7b:9d
apple,-inc.|90:27:e4
apple,-inc.|98:03:d8
apple,-inc.|98:d6:bb
apple,-inc.|a4:67:06
apple,-inc.|a4:b1:97
apple,-inc.|a4:d1:d2
apple,-inc.|b8:17:c2
apple,-inc.|b8:8d:12
apple,-inc.|b8:c7:5d
apple,-inc.|b8:f6:b1
apple,-inc.|b8:ff:61
apple,-inc.|c0:84:7a
apple,-inc.|c4:2c:03
apple,-inc.|c8:33:4b
apple,-inc.|c8:bc:c8
apple,-inc.|cc:08:e0
apple,-inc.|d0:23:db
apple,-inc.|d8:9e:3f
apple,-inc.|d8:a2:5e
apple,-inc.|dc:2b:61
apple,-inc.|e0:b9:ba
apple,-inc.|e0:f8:47
apple,-inc.|e4:ce:8f
apple,-inc.|e8:04:0b
apple,-inc.|e8:06:88
apple,-inc.|ec:85:2f
apple,-inc.|f0:b4:79
apple,-inc.|f0:cb:a1
apple,-inc.|f0:fb:56
apple,-inc.|fc:25:3f
application-solutions-(electronics-and-vision)-ltd|4c:63:eb
application-solutions-(safety-and-security)-ltd|c0:ba:e6
application-technologies-and-engineering-research-laboratory|00:13:83
applicom-international|00:a0:91
applicon,-inc.|00:00:40
applied-automation,-inc.|00:d0:27
applied-biosystems-b.v.|00:17:80
applied-computing-devices|00:40:c2
applied-creative-technology,-inc.|00:a0:23
applied-digital-access|00:90:41
applied-dynamics-international|00:00:19
applied-innovation-inc.|00:40:72
applied-innovation-inc.|00:90:71
applied-instruments|00:22:c8
applied-intelligent-systems,-inc.|00:10:e6
applied-media-technologies-corporation|00:1f:ea
applied-microsystems-corp.|00:00:f6
applied-network-technology|00:a0:36
applied-radio-technologies|00:1b:01
applied-research-associates,-inc|98:26:2a
applied-resources,-inc.|00:90:6b
applied-signal-technology|00:20:97
applied-wireless-identifications-group,-inc.|00:0f:d1
applition-co.,-ltd.|00:22:e8
appointech,-inc.|00:11:23
apprion|00:1b:12
appro-technology-inc.|00:0c:0c
apptech,-inc.|00:21:89
apr,-llc|10:e4:af
apricorn|00:17:9f
apricot-computers,-ltd|00:00:49
april|00:00:ed
aprius,-inc.|00:23:5c
apriva-iss,-llc|00:1f:85
apro-media-co.,-ltd|00:21:b4
aprotech-co.ltd|00:1f:96
apt-communications,-inc.|00:80:3b
aptec-computer-systems,-inc.|00:c0:fe
aptix-corporation|00:e0:28
aptor-produits-de-comm-indust|00:00:e6
aptus-elektronik-ab|00:08:bf
aquantia|00:17:b6
aquila-technologies|00:24:99
ar-infotek-inc.|00:14:b7
arada-systems,-inc.|00:26:ad
araneo-ltd.|00:17:44
arantia-2010-s.l.|a4:b1:21
aravox-technologies,-inc.|00:01:2c
arbin-instruments|00:60:e3
arbiter-systems,-inc.|64:73:e2
arbitron-inc.|00:16:6e
arbor-networks-inc|00:50:49
arbor-technology-corp.|00:05:b7
arburg-gmbh-&-co-kg|00:23:0a
arc-wireless-llc|a8:87:ed
arcadyan-technology-corporation|00:12:bf
arcadyan-technology-corporation|00:1a:2a
arcadyan-technology-corporation|00:1d:19
arcadyan-technology-corporation|00:23:08
arcadyan-technology-corporation|00:26:4d
arcadyan-technology-corporation|1c:c6:3c
arcadyan-technology-corporation|74:31:70
arcadyan-technology-corporation|7c:4f:b5
arcadyan-technology-corporation|88:25:2c
arce-sistemas,-s.a.|00:0f:7b
arcelik-a.s|00:11:e1
arch-meter-corporation|00:18:d8
arche-technoligies-inc.|00:80:b9
archean-technologies|14:b7:3d
archipel-sa|00:c0:97
archos|00:16:dc
archtek-telecom-corporation|00:01:53
arco-electronic,-control-ltd.|00:c0:20
arcom-control-systems,-ltd.|00:80:66
arcon-technology-limited|00:0a:ba
arcor-ag&co.|00:0c:4c
arcsoft-shanghai-co.-ltd|00:18:03
arcturus-networks,-inc.|00:06:3b
arcx-inc|f8:6e:cf
ardent-communications-corp.|00:e0:b5
ardent-technologies,-inc.|00:d0:8f
area-netwoeks,-inc.|00:05:ba
areanex-communications,-inc.|00:c0:71
areca-technology-corporation|00:1b:4d
arecont-vision|00:1a:07
ared-technology-co.,-ltd.|00:22:cd
arelnet-ltd.|00:02:c3
arescom|00:60:6c
arescom,-inc.|00:05:d8
areva-np-gmbh|9c:f9:38
areva-t&d|00:02:84
argard-co.,-ltd|00:18:54
argon-networks,-inc.|00:90:74
argosy-research-inc.|00:10:d7
argosy-technologies,-ltd.|d4:82:3e
argus-technologies|00:03:0a
aries-research|00:80:be
arima-communication-corporation|00:0d:92
arima-communications-corp.|40:ba:61
arima-computer-corp.|00:03:25
ario-data-networks,-inc.|00:05:4a
arion-technology-inc.|00:0e:1d
arista-networks,-inc.|00:1c:73
aristos-logic-corp.|00:06:2e
arix-corporation|00:00:c7
arizona-instrument-corp.|00:08:50
ark-research-corp.|00:01:c2
ark-telecommunications,-inc.|00:a0:cb
arkados,-inc.|00:13:34
arkino-hitop-corporation-limited|00:17:54
arkus-inc.|00:0f:ec
arlotto-comnet,-inc.|00:e0:f2
arm|00:02:f7
arma,-inc.|00:10:c0
armadeus-systems|00:1e:ac
armillaire-technologies,-inc.|00:07:bf
armitel-co.|00:04:66
armorlink-shanghai-co.-ltd|00:18:7d
arn|00:e0:ce
arnold-&amp;-richter-cine-technik|84:90:00
arnos-instruments-&-computer|00:40:e7
aro-welding-technologies-sas|00:0a:46
array-technology-ltd.|00:c0:ea
arraycomm,-inc.|00:10:e2
arrayent|fc:ed:b9
arris-group,-inc.|00:15:d1
arris-group,-inc.|00:1d:cd
arris-group,-inc.|00:1d:ce
arris-group,-inc.|00:1d:cf
arris-group,-inc.|00:1d:d0
arris-group,-inc.|00:1d:d1
arris-group,-inc.|00:1d:d2
arris-group,-inc.|00:1d:d3
arris-group,-inc.|00:1d:d4
arris-group,-inc.|00:1d:d5
arris-group,-inc.|00:1d:d6
arris-international|00:00:ca
arris-international|00:13:11
arris-international|00:15:96
arris-international|00:15:a2
arris-international|00:15:a3
arris-international|00:15:a4
arris-international|00:15:ce
arris-international|00:15:cf
arris-international|00:15:d0
arrow7-corporation|00:19:b1
arrowpoint-communications|00:10:58
arrowspan-inc.|00:14:67
art-japan-co.,-ltd.|00:09:f9
art-system-co.,-ltd.|00:21:ca
art-ware-telecommunication-co.,-ltd.|00:0a:1f
artdio-company-co.,-ltd|00:11:60
artec-group-oãå|00:18:2d
artech-electronics|00:14:fe
artel-communications-corp.|00:80:7b
artel-video-systems|00:90:d2
artem|00:01:cd
arti-industrial-electronics-ltd.|00:17:70
artila-electronics-co.,-ltd.|00:13:48
artimi-ltd|00:13:bc
artisoft,-inc.|00:00:6e
artistic-licence-(uk)-ltd|00:06:a6
artiza-networks-inc|00:60:90
artjoy-international-limited|00:1d:9d
artnix-inc.|00:0a:2f
artray-co.,-ltd.|00:26:c1
aruba-networks|00:0b:86
aruba-networks|00:1a:1e
aruba-networks|6c:f3:7f
aruba-networks|d8:c7:c8
aruba-networks,-inc.|00:24:6c
aruze-corporation|00:12:18
arvoo-imaging-products-bv|00:1e:22
aryaka-networks-inc|b8:f7:32
asa-systems|00:08:c0
asaca-corporation|00:50:44
asahi-engineering-co.,-ltd.|00:05:b3
asahikasei-technosystem-co.,ltd.|00:0d:20
asante-technologies|00:00:94
asantron-technologies-ltd.|00:24:4f
asb-technology-bv|00:05:b1
asc-x3---information-technology-standards-secretariats|00:60:9e
ascalade-communications-limited|00:12:6b
ascend-communications,-inc.|00:c0:7b
ascend-communications,-inc.|00:d0:52
ascend-networks,-inc.|00:18:2c
ascent-corporation|00:0b:8e
ascom-danmark-a/s|00:0b:92
ascom-infrasys-ag|00:40:15
ascom-powerline-communications-ltd.|00:07:73
ascom-tateco-ab|00:01:3e
ascon-ltd.|fc:cc:e4
asd-electronics-ltd|dc:20:08
ase-technologies,-usa|00:04:c5
aselsan-a.s|00:03:73
asem-spa|00:12:cd
asga-s.a.|00:14:fa
ashly-audio,-inc.|00:14:aa
asi-communications,-inc.|00:1a:33
asia-electronics-co.,ltd|00:18:1d
asia-pacific-microsystems-,-inc.|00:11:f6
asia-pacific-satellite-industries-co.,-ltd.|00:1a:b1
asiamajor-inc.|00:13:14
asiarf-ltd.|00:0a:52
asiarock-incorporation|00:0b:6a
asiarock-incorporation|00:13:8f
asiarock-technology-limited|00:19:66
asiatelco-technologies-co.|34:ba:9a
asimmphony-turkey|00:a0:83
asip-technologies-inc.|00:0e:01
asita-technologies-int'l-ltd.|00:50:8f
asiteq|00:26:e0
asix-electronics-corp.|00:0e:c6
ask-technologies.com|00:02:7f
aska-international-inc.|00:0a:8f
askey-computer|00:24:d2
askey-computer|00:26:b6
askey-computer|e0:ca:94
askey-computer|e8:39:df
askey-computer-corp|00:1b:9e
askey-computer-corp|00:21:63
askey-computer-corp|24:ec:99
askey-computer-corp|4c:ed:de
askey-computer-corp|b4:74:9f
askey-computer-corp|b4:82:fe
askey-computer-corp.|00:11:f5
askey-computer-corp.|00:16:e3
askey-computer-corp.|00:90:96
askey-computer-corp.|c0:d9:62
asm-pacific-technology|00:03:66
asmax-solutions|00:0d:f3
asmobile-communication-inc.|00:16:40
asoka-usa-corporation|00:13:c1
asotel-communication-limited-taiwan-branch|00:1a:98
asound-electronic|00:02:2a
asp-ag|b8:41:5f
asp-computer-products,-inc.|00:40:92
asp-corporation|00:14:90
aspect-communications|00:90:f3
aspect-electronics,-inc.|00:90:ad
aspect-software-inc.|00:c0:53
aspen-networks-inc.|00:06:51
asrock-incorporation|00:25:22
asrock-incorporation|bc:5f:f4
assa-abloy-ab|00:17:7a
assembled-products-corporation|98:35:b8
association-of-musical-electronics-industry|00:01:f6
assurance-technology-corp|00:11:44
assured-digital,-inc.|00:90:44
ast-computer|00:e0:2c
ast-research,-inc.|00:40:1c
astak-inc.|00:25:07
astaro-ag|00:1a:8c
astarte-technology-co,-ltd.|00:0e:8b
astec-technology-co.,-ltd|00:1f:1e
asteel-electronique-atlantique|00:19:a3
astek-corporation|00:12:be
astel-inc.|00:19:19
astera-technologies-corp.|00:0a:b9
aston-electronic-designs-ltd.|00:a0:8b
aston-france|00:1c:5e
astral-point|00:d0:fe
astri|00:0f:d0
astro-med,-inc.|00:60:9b
astro-strobel-kommunikationssysteme-gmbh|00:17:72
astro-terra-corp.|00:30:9a
astrodesign,-inc.|00:02:de
astrol-electronic-ag|08:be:09
astron|00:22:86
astronautics-c.a-ltd|00:0b:58
astute-networks,-inc.|00:0f:84
asumo-co.,ltd.|00:24:c2
asus-network-technologies,-inc.|00:04:0f
asustek-computer-inc.|00:0c:6e
asustek-computer-inc.|00:0e:a6
asustek-computer-inc.|00:11:2f
asustek-computer-inc.|00:11:d8
asustek-computer-inc.|00:13:d4
asustek-computer-inc.|00:15:f2
asustek-computer-inc.|00:17:31
asustek-computer-inc.|00:18:f3
asustek-computer-inc.|00:1a:92
asustek-computer-inc.|00:1b:fc
asustek-computer-inc.|00:1d:60
asustek-computer-inc.|00:1e:8c
asustek-computer-inc.|00:1f:c6
asustek-computer-inc.|00:22:15
asustek-computer-inc.|00:23:54
asustek-computer-inc.|00:24:8c
asustek-computer-inc.|00:26:18
asustek-computer-inc.|00:e0:18
asustek-computer-inc.|10:bf:48
asustek-computer-inc.|14:da:e9
asustek-computer-inc.|20:cf:30
asustek-computer-inc.|48:5b:39
asustek-computer-inc.|54:04:a6
asustek-computer-inc.|90:e6:ba
asustek-computer-inc.|bc:ae:c5
asustek-computer-inc.|c8:60:00
asustek-computer-inc.|e0:cb:4e
asustek-computer-inc.|f4:6d:04
aswt-co.,-ltd.-taiwan-branch-h.k.|00:1a:28
asyst-electronic|00:d0:ce
at-&-t-laboratories---cambridge-ltd|00:06:dd
at-sky-sas|00:06:08
at-sweden-ab|00:0d:e3
at-work-computers|00:30:f3
at&t|00:60:d3
at&t-fixed-wireless-services|00:07:1c
atalum-wireless-s.a.|00:15:54
atan-technology-inc.|00:d0:cd
atari-corporation|00:00:36
ataw-co.,-ltd.|ac:14:61
atech-elektronika-d.o.o.|00:16:d0
atech-system|00:90:84
atech-technology-co.,-ltd.|00:19:0e
atecom-gmbh-advanced-telecomunication-modules|00:50:66
